index,sol,name,C,N,arch_str,num_classes,index2,train-loss,train-accuracy,train-per-time,train-all-time,valid-loss,valid-accuracy,valid-per-time,valid-all-time,test-loss,test-accuracy,test-per-time,test-all-time
66,112555,infer.tiny,16,5,|none~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,10,66,0.533801266,81.46266666,5.753004074,1150.600815,0.853370697,72.05466667,2.54892582,509.785164,0.869886315,71.33666667,1.019570328,203.9140656
67,432443,infer.tiny,16,5,|nor_conv_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,10,67,0.002224506,99.96933333,13.73096081,2746.192161,0.51237712,89.696,4.185758006,837.1516012,0.51001732,89.75666667,1.674303202,334.8606405
68,422351,infer.tiny,16,5,|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|none~2|,10,68,0.013623095,99.696,8.171241442,1634.248288,0.520547634,88.43733333,2.884451605,576.890321,0.532703632,88.12666667,1.153780642,230.7561284
69,141214,infer.tiny,16,5,|none~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,10,69,0.001932529,99.98266667,7.865484516,1573.096903,0.435357941,90.86399999,3.087976788,617.5953576,0.459529933,90.49,1.235190715,247.038143
70,124411,infer.tiny,16,5,|none~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|none~2|,10,70,0.007110927,99.89333333,7.824605187,1564.921037,0.5274247,88.49999999,3.040915245,608.183049,0.544565665,88.12333333,1.216366098,243.2732196
71,251345,infer.tiny,16,5,|skip_connect~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,10,71,0.014297286,99.73866667,8.909704308,1781.940862,0.595997526,86.68666667,3.21494375,642.9887499,0.614147121,86.38,1.2859775,257.1955
72,112232,infer.tiny,16,5,|none~0|+|none~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|skip_connect~2|,10,72,0.272777215,90.88799999,4.925833146,985.1666292,0.478638718,84.24799999,2.432600856,486.5201712,0.482625532,84.05,0.973040342,194.6080685
73,454155,infer.tiny,16,5,|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,10,73,0.009704014,99.81066667,10.61812321,2123.624643,0.714248978,85.36799999,3.797085683,759.4171365,0.71154721,85.51333333,1.518834273,303.7668546
74,411113,infer.tiny,16,5,|nor_conv_3x3~0|+|none~0|none~1|+|none~0|none~1|nor_conv_1x1~2|,10,74,2.302460306,10.288,7.444207112,1488.841422,2.302959324,9.711999999,2.863176862,572.6353725,2.302709776,10,1.145270745,229.054149
75,421515,infer.tiny,16,5,|nor_conv_3x3~0|+|skip_connect~0|none~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,10,75,0.680319779,76.22666667,7.317944884,1463.588977,0.858028858,70.82133334,2.907339405,581.4678811,0.868735631,70.55333333,1.162935762,232.5871524
76,212235,infer.tiny,16,5,|skip_connect~0|+|none~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|avg_pool_3x3~2|,10,76,0.241385435,91.82666665,5.581751883,1116.350377,0.523871662,83.60933334,2.440870461,488.1740922,0.534541926,83.19,0.976348184,195.2696369
77,452341,infer.tiny,16,5,|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|,10,77,0.002947603,99.956,10.65472347,2130.944693,0.504878934,90.04799999,3.644425273,728.8850546,0.512390373,89.84333333,1.457770109,291.5540218
78,333411,infer.tiny,16,5,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|none~2|,10,78,0.006409982,99.92,11.02384104,2204.768209,0.509807549,88.69066666,3.401935725,680.387145,0.518765864,88.50333333,1.36077429,272.154858
79,122234,infer.tiny,16,5,|none~0|+|skip_connect~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_3x3~2|,10,79,0.006898394,99.93066667,7.073463758,1414.692752,0.451471781,89.14666666,2.6015168,520.3033601,0.46212018,88.8,1.04060672,208.121344
80,131324,infer.tiny,16,5,|none~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,10,80,0.007890536,99.86933333,9.145064831,1829.012966,0.490526786,89.13333333,3.053825185,610.7650371,0.486824022,89.22333333,1.221530074,244.3060148
81,344244,infer.tiny,16,5,|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,10,81,0.001463454,99.992,14.27390522,2854.781044,0.415143197,91.35066665,4.498601982,899.7203963,0.42416638,91.13,1.799440793,359.8881585
82,441144,infer.tiny,16,5,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|,10,82,0.004357771,99.916,12.63186391,2526.372782,0.551604126,88.81599999,4.297983646,859.5967293,0.574795635,88.36333333,1.719193459,343.8386917
83,223515,infer.tiny,16,5,|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,10,83,0.344691181,88.08799999,6.437162975,1287.432595,0.577462895,81.26533333,2.516642823,503.3285646,0.590985719,80.89333333,1.006657129,201.3314258
84,231452,infer.tiny,16,5,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|,10,84,0.00740218,99.89866667,7.994122624,1598.824525,0.563923038,87.81599999,2.881903194,576.3806388,0.566911348,87.57,1.152761278,230.5522555
85,313542,infer.tiny,16,5,|nor_conv_1x1~0|+|none~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|skip_connect~2|,10,85,0.005432665,99.92533333,9.969056487,1993.811297,0.58781821,87.91333334,3.2714698,654.29396,0.605747602,87.42,1.30858792,261.717584
86,231423,infer.tiny,16,5,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,10,86,0.004946327,99.96133333,9.056325376,1811.265075,0.447645106,89.44799999,3.029131634,605.8263268,0.472090628,88.91666667,1.211652654,242.3305307
87,252355,infer.tiny,16,5,|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,10,87,0.646423163,77.124,7.264959435,1452.991887,0.753844194,74.04666666,2.713578074,542.7156148,0.753575694,73.78333333,1.08543123,217.0862459
88,132332,infer.tiny,16,5,|none~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,10,88,0.115588786,96.49466667,8.518806338,1703.761268,0.450704621,86.40666666,2.761669712,552.3339425,0.466974816,85.86,1.104667885,220.933577
89,213245,infer.tiny,16,5,|skip_connect~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,10,89,0.007081517,99.928,8.014958302,1602.99166,0.467844655,88.93866666,2.886238893,577.2477786,0.492236876,88.59666667,1.154495557,230.8991114
